MarketId,Country,Admin 1,Admin 2,Market Name,Latitude,Longitude,Population
1794,Algeria,Alger,Hydra,Algiers,36.7529,3.042,818201
1902,Algeria,Tindouf,Tindouf,Awserd,27.631,-7.876,4878
1901,Algeria,Tindouf,Tindouf,Boujdour,27.51,-8.01,4355
1797,Algeria,Tindouf,Tindouf,Dakhla,26.8274,-6.8699,3823
1903,Algeria,Tindouf,Tindouf,Laayoun,27.74,-8.014,5942
1796,Algeria,Tindouf,Tindouf,Smara,27.4923,-7.8284,8222
1795,Algeria,Tindouf,Tindouf,Tindouf,27.6761,-8.1277,52539
2305,Angola,Lunda Norte,Chitato,Kaxinde,-7.3838,20.8274,129814
2593,Angola,Luanda,Luanda,Luanda,-8.838,13.234,2659062
1787,Armenia,Lori,Spitak,Armavir,40.9146,44.1536,519
1886,Armenia,Ararat,Artashat,Artashat,39.9614,44.5445,45033
2756,Armenia,Aragatsotn,Ashtarak,Ashtarak,40.2928,44.3493,30980
644,Armenia,Tavush,Taush,Berd,40.8808,45.3917,10141
642,Armenia,Gegharkunik,Gavar,Gavar,40.3589,45.1267,29609
2757,Armenia,Shirak,Akhuryan,Gyumri,40.7932,43.8438,108835
2758,Armenia,Kotayk,Hrazdan,Hrazdan,40.5367,44.7696,36700
2759,Armenia,Tavush,Ijevan,Ijevan,40.8999,45.1523,26584
1595,Armenia,Syunik,Kapan,Kapan,39.2011,46.415,33889
2760,Armenia,Armavir,Echmiadzin,Vagharshapat,40.1635,44.2918,57834
643,Armenia,Lori,Gugark,Vanadzor,40.8128,44.4883,72453
1594,Armenia,Vayotz Dzor,Yeghegnadzor,Yeghegnadzor,39.76,45.33,13081
641,Armenia,Yerevan,Yerevan,Yerevan,40.1811,44.5136,613718
2562,Benin,Zou,Abomey,Abomey,7.18,1.99,73503
2761,Benin,Oueme,Bonou,Affamè,6.9059,2.4687,21034
2762,Benin,Oueme,Porto-novo,Ahidahomè (Porto-Novo),6.4995,2.6193,438804
1766,Benin,Couffo,Aplahoue,Azovè,6.9474,1.7028,115870
2554,Benin,Oueme,Adjohoun,Azowlissè,6.6669,2.4919,25949
1749,Benin,Alibori,Banikoara,Banikoara,11.2935,2.4357,21221
2763,Benin,Donga,Bassila,Bassila,9.0085,1.6661,21867
2764,Benin,Borgou,Bembereke,Bembèrèkè,10.2248,2.6692,13290
1761,Benin,Zou,Bohicon,Bohicon,7.1798,2.0714,199556
2555,Benin,Atakora,Kobli,Cobly,10.4793,0.8799,6636
2556,Benin,Mono,Come,Comé,6.4045,1.8826,59311
2765,Benin,Zou,Cove,Covè,7.2175,2.3425,50356
2766,Benin,Oueme,Dangbo,Dangbo,6.5857,2.5503,106165
124,Benin,Littoral,Cotonou,Dantokpa,6.3749,2.4308,623128
2767,Benin,Collines,Dassa,Dassa-Zoumè,7.7774,2.1983,41660
2768,Benin,Zou,Ouinhi,Dasso,7.0122,2.4649,20162
1758,Benin,Donga,Djougou,Djougou,9.7081,1.6664,94676
2769,Benin,Couffo,Dogbo-tota,Dogbo,6.8046,1.7862,37343
1760,Benin,Collines,Glazoue,Glazoué,7.9737,2.2446,38951
2770,Benin,Oueme,Dangbo,Hozin,6.603,2.5464,80992
2557,Benin,Plateau,Adja-ouere,Ikpenlè,6.8929,2.6211,49591
1751,Benin,Borgou,Kalale,Kalalé,10.2901,3.3817,11314
2771,Benin,Alibori,Karimama,Karimama,12.0685,3.1828,10695
2558,Benin,Donga,Ouake,Kassoua-Allah,9.6733,1.371,23724
1755,Benin,Atakora,Kerou,Kérou,10.8323,2.1107,12707
1762,Benin,Plateau,Ketou,Kétou,7.3603,2.604,55174
2772,Benin,Couffo,Klouekanme,Klouékanmè,7.0663,1.8773,11208
2559,Benin,Zou,Zangnanado,Kpedekpo,7.2319,2.5001,17506
1044,Benin,Alibori,Malanville,Malanville (CBM),11.86,3.38,57821
1757,Benin,Atakora,Natitingou,Natitingou,10.2964,1.3807,46987
1753,Benin,Borgou,Ndali,N'Dali,9.863,2.7133,16916
1752,Benin,Borgou,Nikki,Nikki,9.9368,3.2131,25925
1764,Benin,Oueme,Porto-novo,Ouando,6.4981,2.5901,269964
2773,Benin,Atlantique,Toffo,Ouègbo,6.8045,2.1711,20866
2560,Benin,Collines,Ouesse,Ouesse,8.4929,2.4222,32087
1754,Benin,Borgou,Parakou,Parakou,9.3467,2.609,223673
2774,Benin,Atakora,Pehonko,Péhunco,10.2291,2.0025,18546
1763,Benin,Plateau,Pobe,Pobè,6.9832,2.6636,81293
1759,Benin,Collines,Savalou,Savalou,7.9301,1.971,38783
2776,Benin,Atlantique,Ze,Sèdjè-Dénou,6.724,2.3782,11494
2561,Benin,Atlantique,Toffo,Sehoue,6.8403,2.1104,9743
2777,Benin,Atlantique,Allada,Sékou,6.6328,2.2223,39810
1750,Benin,Borgou,Sinende,Sinendé,10.3438,2.3838,18420
2775,Benin,Atlantique,So-ava,So-Ava,6.4662,2.3916,66758
1756,Benin,Atakora,Tanguieta,Tanguiéta,10.6228,1.265,25869
2778,Benin,Plateau,Adja-ouere,Tatonnoukon,6.9654,2.5744,20793
2779,Benin,Borgou,Tchaourou,Tchaourou,8.8884,2.5963,21469
2780,Benin,Plateau,Sakete,Yoko,6.7125,2.6123,32729
2783,Benin,Atlantique,Ze,Zè,6.6826,2.3242,21103
2781,Benin,Atlantique,Abomey-calavi,Zinvié,6.6149,2.3566,40772
2782,Benin,Zou,Zogbodome,Zogbodomey,7.0572,2.2482,5163
3361,Burkina Faso,SAHEL,SOUM,Arbinda,14.2307,-0.859,6212
129,Burkina Faso,CASCADES,COMOÉ,Banfora,10.6333,-4.7667,87636
3362,Burkina Faso,SUD-OUEST,NOUMBIEL,Batié,9.8771,-2.9229,9565
2569,Burkina Faso,HAUTS-BASSINS,HOUET,Bobo Dioulasso,11.183,-4.283,426201
3363,Burkina Faso,EST,GNAGNA,Bogandé,12.9743,-0.1436,17417
3364,Burkina Faso,BOUCLE DU MOUHOUN,BALÉ,Boromo,11.7507,-2.9284,16649
3365,Burkina Faso,CENTRE-NORD,NAMENTENGA,Boulsa,12.6605,-0.5732,21436
130,Burkina Faso,PLATEAU-CENTRAL,KOURWÉOGO,Bousse,12.6606,-1.8922,22121
3366,Burkina Faso,SUD-OUEST,IOBA,Dano,11.1462,-3.0611,18023
1892,Burkina Faso,BOUCLE DU MOUHOUN,MOUHOUN,Dedougou,12.4503,-3.47,46607
3367,Burkina Faso,EST,TAPOA,Diapaga,12.0321,1.8198,4844
131,Burkina Faso,SUD-OUEST,BOUGOURIBA,Diebougou,10.9667,-3.25,18816
3368,Burkina Faso,BOUCLE DU MOUHOUN,KOSSI,Djibasso,13.1183,-4.1589,12681
132,Burkina Faso,SAHEL,SOUM,Djibo,14.1012,-1.6279,27522
133,Burkina Faso,SAHEL,SÉNO,Dori,14.0317,-0.0346,26938
3369,Burkina Faso,CASCADES,LÉRABA,Douna,10.6129,-5.1076,8654
134,Burkina Faso,EST,GOURMA,Fada N'Gourma,12.0622,0.3578,55259
3370,Burkina Faso,BOUCLE DU MOUHOUN,BALÉ,Fara,11.5329,-2.7653,13294
3371,Burkina Faso,HAUTS-BASSINS,HOUET,Faramana,12.0502,-4.6683,11219
3372,Burkina Faso,HAUTS-BASSINS,TUY,Founza,11.455,-3.2286,12295
3373,Burkina Faso,SUD-OUEST,PONI,Gaoua,10.3284,-3.1843,29647
3374,Burkina Faso,BOUCLE DU MOUHOUN,NAYALA,Gassan,12.8202,-3.2007,11237
3375,Burkina Faso,EST,KOMANDJARI,Gayéri,12.6373,0.5192,7726
135,Burkina Faso,SAHEL,OUDALAN,Gorom Gorom,14.4423,-0.2354,14473
3376,Burkina Faso,CENTRE,KADIOGO,Gounghin,12.3561,-1.5461,793747
136,Burkina Faso,NORD,ZONDOMA,Gourcy,13.2078,-2.3589,37527
1805,Burkina Faso,CENTRE-SUD,NAHOURI,Guelwongo,11.0094,-0.8708,14092
3377,Burkina Faso,EST,KOMANDJARI,Haaba,13.0183,0.7941,2793
3378,Burkina Faso,SUD-OUEST,IOBA,Hamélé,11.0081,-2.7489,3680
3379,Burkina Faso,HAUTS-BASSINS,TUY,Houndé,11.4938,-3.5203,40188
1042,Burkina Faso,EST,TAPOA,Kantchari (CBM),12.47,1.51,10335
1803,Burkina Faso,CENTRE-NORD,SANMATENGA,Kaya,13.0917,-1.0844,75321
3380,Burkina Faso,CENTRE-SUD,BAZÈGA,Kombissiri,12.0648,-1.3392,26517
3381,Burkina Faso,EST,KOMPIENGA,Kompienga,11.0806,0.7225,19319
137,Burkina Faso,CENTRE-NORD,BAM,Kongoussi,13.3258,-1.5347,38044
138,Burkina Faso,CENTRE-OUEST,BOULKIEMDÉ,Koudougou,12.25,-2.3667,103598
3382,Burkina Faso,CENTRE-EST,KOURITTENGA,Koupela,12.1819,-0.3532,44170
1804,Burkina Faso,CENTRE-OUEST,SISSILI,Leo,11.1,-2.1,35261
3383,Burkina Faso,CENTRE-SUD,ZOUNDWÉOGO,Manga,11.6641,-1.0718,25861
3384,Burkina Faso,SAHEL,OUDALAN,Markoye,14.6425,0.0709,4147
3385,Burkina Faso,PLATEAU-CENTRAL,GANZOURGOU,Mogtédo,12.2795,-0.8359,25029
1043,Burkina Faso,EST,TAPOA,Namouno (CBM),11.86,1.69,20781
3387,Burkina Faso,HAUTS-BASSINS,KÉNÉDOUGOU,N'Dorola,11.7658,-4.8194,9777
1806,Burkina Faso,HAUTS-BASSINS,HOUET,Nieneta,11.198,-4.2888,393351
2595,Burkina Faso,BOUCLE DU MOUHOUN,KOSSI,Nouna,12.733,-3.867,26067
3388,Burkina Faso,HAUTS-BASSINS,KÉNÉDOUGOU,Orodara,10.9819,-4.9142,27969
139,Burkina Faso,CENTRE,KADIOGO,Ouagadougo (Sankaryare),12.3646,-1.5339,762862
1893,Burkina Faso,NORD,YATENGA,Ouahigouya,13.5668,-2.411,107590
3389,Burkina Faso,CENTRE-EST,KOULPÉLOGO,Ouargaye,11.477,0.0893,16435
3390,Burkina Faso,CENTRE-SUD,NAHOURI,Po,11.1666,-1.1453,19982
1802,Burkina Faso,CENTRE-EST,KOURITTENGA,Pouytenga,12.2172,-0.4461,69587
3391,Burkina Faso,CENTRE-OUEST,SANGUIÉ,Réo,12.3191,-2.4703,27596
3392,Burkina Faso,CENTRE-OUEST,ZIRO,Sapouy,11.5488,-1.7741,15798
3393,Burkina Faso,SAHEL,YAGHA,Sebba,13.4357,0.5461,8426
3394,Burkina Faso,SAHEL,SÉNO,Seytenga,13.9703,0.3125,7324
3395,Burkina Faso,BOUCLE DU MOUHOUN,BANWA,Solenzo,12.1795,-4.0848,24624
140,Burkina Faso,CENTRE-EST,BOULGOU,Tenkodogo,11.78,-0.3697,48095
3396,Burkina Faso,CENTRE-OUEST,SANGUIÉ,Tita,11.9212,-2.5248,19094
3397,Burkina Faso,NORD,LOROUM,Titao,13.7707,-2.07,16558
3398,Burkina Faso,BOUCLE DU MOUHOUN,NAYALA,Toma,12.7605,-2.8963,13726
141,Burkina Faso,BOUCLE DU MOUHOUN,SOUROU,Tougan,13.0725,-3.0694,17960
3399,Burkina Faso,NORD,PASSORÉ,Yako,12.9595,-2.2613,34458
3400,Burkina Faso,CENTRE-NORD,NAMENTENGA,Yalgo,13.5839,-0.2667,16487
3401,Burkina Faso,CENTRE-EST,BOULGOU,Zabré,11.1791,-0.6323,26607
3402,Burkina Faso,PLATEAU-CENTRAL,OUBRITENGA,Ziniaré,12.5817,-1.2967,36132
3403,Burkina Faso,PLATEAU-CENTRAL,GANZOURGOU,Zorgho,12.2472,-0.6193,24315
2422,Burundi,Kayanza,Matongo,Bandaga,-3.0657,29.6107,60572
2423,Burundi,Ruyigi,Butaganzwa1,Biyogwa,-3.472,30.1123,18242
3045,Burundi,Ruyigi,Butaganzwa1,Biyorwa,-3.4646,30.0945,17839
2424,Burundi,Bubanza,Bubanza,Bubanza,-3.0809,29.3898,43992
2465,Burundi,Karuzi,Buhiga,Buhiga,-3.0253,30.1708,33048
201,Burundi,Bujumbura Mairie,Ntahangwa,Bujumbura,-3.3643,29.3579,666618
2425,Burundi,Muramvya,Bukeye,Bukeye,-3.1914,29.6346,53506
2426,Burundi,Gitega,Bukirasazi,Bukirasazi,-3.7022,29.964,34920
3047,Burundi,Rumonge,Burambi,Burambi,-3.75,29.4166,20223
2427,Burundi,Bururi,Bururi,Bururi,-3.9498,29.6253,23294
2428,Burundi,Kirundo,Busoni,Busoni,-2.527,30.2175,44318
2429,Burundi,Rumonge,Buyengero,Buyengero,-3.8148,29.5423,31391
2466,Burundi,Cankuzo,Cankuzo,Cankuzo,-3.217,30.5503,20635
2464,Burundi,Bujumbura Mairie,Ntahangwa,Chez Siyoni,-3.364,29.3569,657487
3049,Burundi,Cibitoke,Rugombo,Cibitoke,-2.8965,29.1265,54106
2430,Burundi,Cibitoke,Buganda,Gasenyi,-2.9641,29.1942,42687
2431,Burundi,Muyinga,Gasorwe,Gasorwe,-2.8546,30.2198,59471
2467,Burundi,Muramvya,Kiganda,Gatabo,-3.2816,29.7018,54910
2432,Burundi,Gitega,Itaba,Gihamagara,-3.6171,30.0227,26461
3046,Burundi,Rutana,Giharo,Giharo,-3.7811,30.2342,27028
2433,Burundi,Karuzi,Gihogazi,Gihogazi,-3.1243,30.0033,38213
2468,Burundi,Ruyigi,Gisuru,Gisuru,-3.4588,30.4984,41369
2469,Burundi,Bujumbura Rural,Muhuta,Gitaza,-3.6147,29.3473,52621
202,Burundi,Gitega,Itaba,Gitega,-3.6375,30.0401,23066
3051,Burundi,Gitega,Gitega,Gitega Centre,-3.4321,29.9257,139201
2470,Burundi,Muyinga,Giteranyi,Giteranyi,-2.5169,30.4573,113118
2434,Burundi,Kirundo,Gitobe,Gitobe,-2.6485,30.2012,33688
2435,Burundi,Kayanza,Kabarore,Jene,-2.8525,29.6105,60484
2436,Burundi,Bujumbura Mairie,Ntahangwa,Kamenge,-3.3467,29.3826,700830
2437,Burundi,Bujumbura Mairie,Muha,Kanyosha,-3.4315,29.3607,276221
2471,Burundi,Kayanza,Kayanza,Kayanza,-2.9271,29.6285,120523
2438,Burundi,Rutana,Mpinga-Kayove,Kayero,-3.81,30.118,16412
2439,Burundi,Makamba,Kayogoro,Kayogoro,-4.1192,29.9478,31813
2440,Burundi,Ruyigi,Bweru,Kayongozi,-3.2727,30.3362,13843
2441,Burundi,Cankuzo,Kigamba,Kigamba,-3.0671,30.542,16496
2442,Burundi,Bujumbura Rural,Mubimbi,Kinama,-3.298,29.5165,63724
2472,Burundi,Ruyigi,Kinyinya,Kinyinya,-3.66,30.355,35424
3055,Burundi,Muyinga,Buhinyuza,Kirehe,-2.9479,30.3484,29480
203,Burundi,Kirundo,Kirundo,Kirundo,-2.5847,30.0972,65104
2443,Burundi,Bubanza,Musigati,Kivyuka,-3.027,29.453,46628
2473,Burundi,Muyinga,Butihinda,Kobero,-2.6533,30.4069,32530
2444,Burundi,Makamba,Mabanda,Mabanda,-4.2748,29.7742,21715
2445,Burundi,Cibitoke,Mabayi,Mabayi,-2.7165,29.2441,43287
2474,Burundi,Makamba,Makamba,Makamba,-4.1388,29.802,47257
2446,Burundi,Ngozi,Marangara,Marangara,-2.7423,29.9942,37485
2447,Burundi,Ngozi,Kiremba,Masanganzira,-2.8137,30.0978,41868
2475,Burundi,Bururi,Matana,Matana,-3.7657,29.6908,29554
2476,Burundi,Ngozi,Busiga,Mihigo,-2.8498,29.7451,46404
2448,Burundi,Cankuzo,Mishiha,Mishiha,-3.0097,30.781,16714
2449,Burundi,Kayanza,Muhanga,Muhanga,-3.0286,29.8311,89677
2477,Burundi,Kirundo,Bwambarangwe,Mukenke,-2.582,30.334,43668
2451,Burundi,Muramvya,Muramvya,Muramvya,-3.2699,29.6168,59063
1827,Burundi,Bubanza,Mpanda,Musenyi,-3.1714,29.4045,70573
2452,Burundi,Gitega,Mutaho,Mutaho,-3.1443,29.8667,51356
2478,Burundi,Makamba,Nyanza-Lac,Muyange,-4.3075,29.6852,49545
204,Burundi,Muyinga,Muyinga,Muyinga,-2.8494,30.3361,84288
2453,Burundi,Bubanza,Rugazi,Muzinda,-3.2617,29.4208,59566
2454,Burundi,Muyinga,Mwakiro,Mwakiro,-3.131,30.2899,34067
2455,Burundi,Mwaro,Kayokwe,Mwaro,-3.5164,29.7063,40058
206,Burundi,Ngozi,Ngozi,Ngozi,-2.9083,29.8278,177086
2457,Burundi,Mwaro,Nyabihanga,Nyabihanga,-3.4709,29.8098,45345
2458,Burundi,Karuzi,Nyabikere,Nyabikere,-3.2647,30.1145,39972
2459,Burundi,Bururi,Mugamba,Nyagasasa,-3.5917,29.5909,27559
2460,Burundi,Rutana,Giharo,Rubaho,-3.8539,30.2203,38791
1826,Burundi,Cibitoke,Rugombo,Rugombo,-2.8149,29.0792,52494
2461,Burundi,Kirundo,Bugabira,Ruhehe,-2.4356,30.0345,56089
2479,Burundi,Rumonge,Rumonge,Rumonge,-3.9778,29.4411,94884
2462,Burundi,Mwaro,Rusaka,Rusaka,-3.4399,29.6321,29226
2480,Burundi,Rutana,Rutana,Rutana,-3.9301,29.9914,34682
205,Burundi,Ruyigi,Ruyigi,Ruyigi,-3.4764,30.2486,30774
2463,Burundi,Bujumbura Rural,Mugongomanga,Rwibaga,-3.4682,29.5458,31309
2481,Burundi,Cankuzo,Cendajuru,Twinkwavu,-3.26,30.6538,24869
2482,Burundi,Mwaro,Bisoro,Wimpfizi,-3.6131,29.7859,35376
1580,Cameroon,Nord,Bénoué,Adoumri,9.25,13.8,12235
7625,Cameroon,Extrême-Nord,Mayo-Sava,Amchidé,11.2392,14.1433,25062
2566,Cameroon,Ouest,Mifi,Bafoussam,5.476,10.422,207222
2567,Cameroon,Nord-Ouest,Mezam,Bamenda,5.9574,10.1479,236206
5528,Cameroon,Nord-Ouest,Mezam,Bamenda-Nkwen,5.962,10.169,240727
8559,Cameroon,Adamaoua,Vina,Bamyanga,7.2933,13.5766,112323
7603,Cameroon,Adamaoua,Mayo-Banyo,Banyo,6.7539,11.7968,23101
6705,Cameroon,Sud-Ouest,Meme,Barombi Kang,4.5931,9.4674,85273
2257,Cameroon,Adamaoua,Mbéré,Batoua Godolé,6.9499,14.9001,336
2253,Cameroon,Est,Kadey,Batouri,4.4359,14.3641,24722
2247,Cameroon,Est,Lom-et-Djérem,Bertoua 1,4.5796,13.6769,124414
2246,Cameroon,Est,Lom-et-Djérem,Bertoua 2,4.5735,13.6877,124379
2248,Cameroon,Est,Lom-et-Djérem,Betare Oya,5.5946,14.0831,8979
4251,Cameroon,Sud-Ouest,Fako,Buea,4.1597,9.2716,186549
5260,Cameroon,Littoral,Wouri,Douala-Bonaberi,4.0777,9.6509,569566
2579,Cameroon,Littoral,Wouri,Douala-Congo,4.044,9.698,996151
5261,Cameroon,Littoral,Wouri,Douala-Marché Central,4.0241,9.7149,1101536
5262,Cameroon,Littoral,Wouri,Douala-Sandaga,4.0615,9.7025,1061513
7622,Cameroon,Extrême-Nord,Mayo-Kani,Doukoula,10.3029,14.6942,11709
1585,Cameroon,Nord,Mayo-Louti,Figuil,9.75,13.9667,26752
7616,Cameroon,Extrême-Nord,Logone-et-Chari,Fotokol,12.3832,14.223,20182
5263,Cameroon,Nord-Ouest,Boyo,Fundong,6.2798,10.2841,21615
7601,Cameroon,Adamaoua,Faro-et-Déo,Galim tignère,7.0959,12.475,5018
1593,Cameroon,Nord,Bénoué,Garoua,9.3,13.4,175471
2258,Cameroon,Est,Lom-et-Djérem,Garoua Boulaï,5.8952,14.5522,31977
7614,Cameroon,Extrême-Nord,Diamaré,Gazawa,10.5387,14.141,14708
2254,Cameroon,Est,Kadey,Gbiti,4.6816,14.7157,5166
7623,Cameroon,Extrême-Nord,Mayo-Danay,Gobo,10.002,15.4187,16126
1582,Cameroon,Nord,Faro,Godé,8.5333,13.0833,706
1584,Cameroon,Nord,Mayo-Louti,Guider,9.9342,13.9486,64318
2249,Cameroon,Est,Lom-et-Djérem,Guiwa Yangamo,4.9668,14.05,3474
6549,Cameroon,Nord-Ouest,Momo,Guzang,5.8327,9.904,21664
2309,Cameroon,Extrême-Nord,Mayo-Kani,Kaele,10.1122,14.4479,44814
2255,Cameroon,Est,Kadey,Kentzou,4.1751,15.031,10307
2256,Cameroon,Est,Kadey,Kétté,4.9643,14.5631,1859
7628,Cameroon,Extrême-Nord,Mayo-Sava,Kolofata,11.1609,14.0144,10507
1590,Cameroon,Extrême-Nord,Logone-et-Chari,Kousseri,12.0783,15.0308,100707
7631,Cameroon,Extrême-Nord,Mayo-Tsanaga,Koza,10.868,13.8816,50700
5264,Cameroon,Sud-Ouest,Meme,Kumba,4.6421,9.4538,197430
5275,Cameroon,Nord-Ouest,Bui,Kumbo,6.2131,10.6805,62409
5266,Cameroon,Sud-Ouest,Fako,Limbé,4.0192,9.1741,148404
1591,Cameroon,Extrême-Nord,Logone-et-Chari,Logone-Birni,11.7795,15.1034,8560
1592,Cameroon,Extrême-Nord,Mayo-Tsanaga,Mada,10.7958,13.9419,24521
1589,Cameroon,Nord,Mayo-Rey,Madingring,8.4559,15.0071,16500
5267,Cameroon,Sud-Ouest,Manyu,Mamfé,5.7581,9.3107,31146
2250,Cameroon,Est,Lom-et-Djérem,Mandjou,4.6004,13.7326,54053
4332,Cameroon,Extrême-Nord,Logone-et-Chari,Mara,12.3856,14.9009,7445
2307,Cameroon,Extrême-Nord,Diamaré,Maroua,10.6043,14.3313,172548
4336,Cameroon,Extrême-Nord,Diamaré,Maroua-Dougoy,10.609,14.3486,151893
7604,Cameroon,Adamaoua,Mayo-Banyo,Mayo Darlé,6.5018,11.5541,8985
7639,Cameroon,Nord,Mayo-Rey,Mayo galke,8.3963,14.2332,11241
1586,Cameroon,Nord,Mayo-Louti,Mayo Oulo,9.9594,13.6222,16477
1587,Cameroon,Nord,Mayo-Rey,Mbaiboum,7.544,15.4472,11994
7605,Cameroon,Adamaoua,Vina,Mbé,7.8567,13.5929,9421
2259,Cameroon,Adamaoua,Mbéré,Meiganga,6.5147,14.2865,39814
7632,Cameroon,Extrême-Nord,Mayo-Tsanaga,Mogode,10.61,13.5694,12581
2311,Cameroon,Extrême-Nord,Mayo-Tsanaga,Mokolo,10.7429,13.8022,72164
2310,Cameroon,Extrême-Nord,Mayo-Sava,Mora,11.0478,14.1371,48705
6702,Cameroon,Sud-Ouest,Fako,Muea,4.1706,9.3018,155462
6703,Cameroon,Sud-Ouest,Fako,Mutengene,4.0951,9.3136,76173
2251,Cameroon,Est,Lom-et-Djérem,Ndokayo,5.5138,14.1227,7406
5268,Cameroon,Nord-Ouest,Ngo-Ketunjia,Ndop,5.9867,10.4356,55210
2260,Cameroon,Adamaoua,Mbéré,Ngaoui,6.7476,14.9451,8661
7607,Cameroon,Adamaoua,Vina,Ngaoundéré,7.3285,13.5845,133954
1578,Cameroon,Nord,Bénoué,Ngong,9.0244,13.5101,48472
5269,Cameroon,Nord-Ouest,Donga-Mantung,Nkambe,6.5781,10.7082,16403
1581,Cameroon,Nord,Faro,Pintchoumba,8.4833,13.45,7372
1579,Cameroon,Nord,Bénoué,Pitoa,9.3833,13.5333,33909
1583,Cameroon,Nord,Faro,Poli,8.4691,13.2446,9313
1588,Cameroon,Nord,Mayo-Rey,Rey Bouba,8.6667,14.1833,12478
7615,Cameroon,Extrême-Nord,Diamaré,Salak,10.4571,14.2404,14710
7599,Cameroon,Adamaoua,Djérem,Tibati,6.4654,12.6303,21369
7602,Cameroon,Adamaoua,Faro-et-Déo,Tignère,7.3686,12.6534,8901
6704,Cameroon,Sud-Ouest,Fako,Tiko,4.068,9.3682,70998
7626,Cameroon,Extrême-Nord,Mayo-Sava,Tokombere,10.8679,14.1461,25581
2252,Cameroon,Est,Lom-et-Djérem,Tongo Gandima,5.1833,14,4651
5270,Cameroon,Nord-Ouest,Menchum,Wum,6.3871,10.0758,29236
2308,Cameroon,Extrême-Nord,Mayo-Danay,Yagoua,10.344,15.2275,32678
2261,Cameroon,Adamaoua,Vina,Yamba,6.8906,14.0971,5449
5272,Cameroon,Centre,Mfoundi,Yaoundé-Marché 8e,3.8889,11.497,883210
2613,Cameroon,Centre,Mfoundi,Yaoundé-Mfoundi,3.861,11.522,1903142
5271,Cameroon,Centre,Mfoundi,Yaoundé-Mokolo,3.8738,11.5001,1355963
5529,Cameroon,Extrême-Nord,Mayo-Tsanaga,Zamay,10.63,13.9,18088
535,Cape Verde,Santiago,Sao Domingos,Santiago,14.992,-23.52,6242
533,Cape Verde,Santo Antao,Concelho de Porto Novo,Santo Antao,17.0225,-25.0652,2111
534,Cape Verde,Sao Vicente,Sao Vicente,Sao Vicente,16.88,-24.98,71249
686,Central African Republic,Ouaka,Bambari,Bambari,5.7619,20.6672,56205
1856,Central African Republic,Mbomou,Bangassou,Bangassou,4.7333,22.8167,40925
685,Central African Republic,Bangui,Bangui,Bangui,4.3667,18.5833,424741
2073,Central African Republic,Nana-Mambéré,Baoro,Baoro,5.6947,15.9549,15343
2203,Central African Republic,Ouham,Batangafo,Batangafo,7.2985,18.2849,22890
2382,Central African Republic,Sangha-Mbaéré,Bayanga,Bayanga,2.9104,16.2748,5901
2080,Central African Republic,Ombella M'Poko,Bimbo,Bégoua,4.4494,18.5357,197484
2066,Central African Republic,Mambéré-Kadéï,Berbérati,Berbérati,4.2555,15.7875,15090
2058,Central African Republic,Ombella M'Poko,Bimbo,Bimbo,4.3296,18.523,304535
2198,Central African Republic,Vakaga,Birao,Birao,10.2952,22.7836,4705
2209,Central African Republic,Ombella M'Poko,Boali,Boali,4.6699,18.2088,4793
2071,Central African Republic,Ouham Pendé,Bocaranga,Bocaranga,6.9833,15.6462,26508
2218,Central African Republic,Lobaye,Boda,Boda,4.3196,17.4643,24490
2217,Central African Republic,Lobaye,Boganangone,Boganangone,4.8865,17.15,5144
1792,Central African Republic,Ouham,Bossangoa,Bossangoa,6.4977,17.4499,45245
2059,Central African Republic,Ombella M'Poko,Bossembélé,Bossembélé,5.2662,17.6466,10830
2070,Central African Republic,Ombella M'Poko,Yaloké,Bossemptélé,5.6663,16.649,8625
1791,Central African Republic,Nana-Mambéré,Bouar,Bouar,5.95,15.6,47350
2062,Central African Republic,Ouham,Bouca,Bouca,6.5026,18.2793,12775
2061,Central African Republic,Ouham Pendé,Bozoum,Bozoum,6.3186,16.3709,26522
1857,Central African Republic,Haute-Kotto,Bria,Bria,6.5333,21.9833,38319
2078,Central African Republic,Mambéré-Kadéï,Carnot,Carnot,4.94,15.8685,50324
2803,Central African Republic,Ombella M'Poko,Bimbo,Combattant,4.4009,18.5312,646296
2207,Central African Republic,Ombella M'Poko,Damara,Damara,4.9573,18.6984,6219
2219,Central African Republic,Kémo,Dékoa,Dekoa,6.3198,19.0779,15003
2064,Central African Republic,Mambéré-Kadéï,Gamboula,Gamboula,4.1211,15.1374,13763
2805,Central African Republic,Bangui,Bangui,Gobongo,4.419,18.5482,478722
2383,Central African Republic,Ouaka,Ippy,Ippy,6.2601,21.1966,15954
1790,Central African Republic,Nana-Gribizi,Kaga-Bandoro,Kaga-Bandoro,7,19.1833,28899
2063,Central African Republic,Lobaye,Mbaïki,Mbaïki,3.8739,17.9922,24465
2211,Central African Republic,Nana-Gribizi,Mbrès,Mbres,6.6692,19.7959,9015
2220,Central African Republic,Bamingui-Bangoran,Ndélé,Ndélé,8.4085,20.6484,16694
2200,Central African Republic,Ouham Pendé,Bocaranga,Ngaoundaye,6.9858,15.6166,25116
2060,Central African Republic,Sangha-Mbaéré,Nola,Nola,3.524,16.0449,31858
2079,Central African Republic,Haut-Mbomou,Obo,Obo,5.4039,26.4946,10359
1793,Central African Republic,Ouham Pendé,Paoua,Paoua,7.25,16.4333,24733
